BlockType,TargetType,Stimulus,Stim_CRESP,Block,Run
0-Back,NeutFace,Stimuli/26M_NC.bmp,nonlure,5,1
0-Back,NeutFace,Stimuli/AF206_NC.bmp,nonlure,5,1
0-Back,NeutFace,Stimuli/BM03_NC.bmp,target,5,1
0-Back,NeutFace,Stimuli/LF227_NC.bmp,lure,5,1
0-Back,NeutFace,Stimuli/WF012_NC.bmp,nonlure,5,1
0-Back,NeutFace,Stimuli/26M_NC.bmp,lure,5,1
Cue2Back,Faces,,,6,1
2-Back,NegFace,Stimuli/HM05_FO.bmp,nonlure,6,1
2-Back,NegFace,Stimuli/BF09_FO.bmp,nonlure,6,1
2-Back,NegFace,Stimuli/HM05_FO.bmp,target,6,1
2-Back,NegFace,Stimuli/28M_FO.bmp,nonlure,6,1
2-Back,NegFace,Stimuli/39M_FO.bmp,nonlure,6,1
2-Back,NegFace,Stimuli/28M_FO.bmp,target,6,1
2-Back,NegFace,Stimuli/10F_FO.bmp,nonlure,6,1
2-Back,NegFace,Stimuli/BF003_FO.bmp,nonlure,6,1
2-Back,NegFace,Stimuli/39M_FO.bmp,lure,6,1
2-Back,NegFace,Stimuli/10F_FO.bmp,lure,6,1
Cue0Back,Faces,Stimuli/AF02_HO.bmp,target,7,1
0-Back,PosFace,Stimuli/BF037_HO.bmp,nonlure,7,1
0-Back,PosFace,Stimuli/BF037_HO.bmp,lure,7,1
0-Back,PosFace,Stimuli/WM011_HO.bmp,nonlure,7,1
0-Back,PosFace,Stimuli/HM04_HO.bmp,nonlure,7,1
0-Back,PosFace,Stimuli/12F_HO.bmp,nonlure,7,1
0-Back,PosFace,Stimuli/12F_HO.bmp,lure,7,1
0-Back,PosFace,Stimuli/WM011_HO.bmp,lure,7,1
0-Back,PosFace,Stimuli/AF02_HO.bmp,target,7,1
0-Back,PosFace,Stimuli/AF02_HO.bmp,target,7,1
0-Back,PosFace,Stimuli/23M_HO.bmp,nonlure,7,1
Cue2Back,Faces,,,8,1
2-Back,NeutFace,Stimuli/BM09_NC.bmp,nonlure,8,1
2-Back,NeutFace,Stimuli/BM09_NC.bmp,lure,8,1
2-Back,NeutFace,Stimuli/42M_NC.bmp,nonlure,8,1
2-Back,NeutFace,Stimuli/AF218_NC.bmp,nonlure,8,1
2-Back,NeutFace,Stimuli/LM207_NC.bmp,nonlure,8,1
2-Back,NeutFace,Stimuli/42M_NC.bmp,lure,8,1
2-Back,NeutFace,Stimuli/LM207_NC.bmp,target,8,1
2-Back,NeutFace,Stimuli/7F_NC.bmp,nonlure,8,1
2-Back,NeutFace,Stimuli/LF206_NC.bmp,nonlure,8,1
2-Back,NeutFace,Stimuli/7F_NC.bmp,target,8,1
Break,Break,Break,Break,Break,Break
Cue2Back,Faces,,,1,2
2-Back,NeutFace,Stimuli/AF225_NC.bmp,nonlure,1,2
2-Back,NeutFace,Stimuli/AM245_NC.bmp,nonlure,1,2
2-Back,NeutFace,Stimuli/AM245_NC.bmp,lure,1,2
2-Back,NeutFace,Stimuli/AF225_NC.bmp,lure,1,2
2-Back,NeutFace,Stimuli/LM216_NC.bmp,nonlure,1,2
2-Back,NeutFace,Stimuli/41M_NC.bmp,nonlure,1,2
2-Back,NeutFace,Stimuli/LM216_NC.bmp,target,1,2
2-Back,NeutFace,Stimuli/WF01_NC.bmp,nonlure,1,2
2-Back,NeutFace,Stimuli/8F_NC.bmp,nonlure,1,2
2-Back,NeutFace,Stimuli/WF01_NC.bmp,target,1,2
Cue0Back,Places,Stimuli/PL_056_TUFTS02BW.bmp,,2,2
0-Back,Place,Stimuli/PL_056_TUFTS02BW.bmp,,2,2
0-Back,Place,Stimuli/PL_051_SCENE08.bmp,,2,2
0-Back,Place,Stimuli/PL_052_SCENE11.bmp,,2,2
0-Back,Place,Stimuli/PL_052_SCENE11.bmp,,2,2
0-Back,Place,Stimuli/PL_053_SCENE15.bmp,,2,2
0-Back,Place,Stimuli/PL_051_SCENE08.bmp,,2,2
0-Back,Place,Stimuli/PL_054_SCENE19.bmp,,2,2
0-Back,Place,Stimuli/PL_056_TUFTS02BW.bmp,,2,2
0-Back,Place,Stimuli/PL_053_SCENE15.bmp,,2,2
0-Back,Place,Stimuli/PL_055_TUFTS01BW.bmp,,2,2
Cue2Back,Faces,,,3,2
2-Back,PosFace,Stimuli/22M_HO.bmp,nonlure,3,2
2-Back,PosFace,Stimuli/HF03_HO.bmp,nonlure,3,2
2-Back,PosFace,Stimuli/25M_HO.bmp,nonlure,3,2
2-Back,PosFace,Stimuli/22M_HO.bmp,lure,3,2
2-Back,PosFace,Stimuli/11F_HO.bmp,nonlure,3,2
2-Back,PosFace,Stimuli/HF03_HO.bmp,lure,3,2
2-Back,PosFace,Stimuli/AM01_HO.bmp,nonlure,3,2
2-Back,PosFace,Stimuli/BF005_HO.bmp,nonlure,3,2
2-Back,PosFace,Stimuli/AM01_HO.bmp,target,3,2
2-Back,PosFace,Stimuli/BF005_HO.bmp,target,3,2
Cue0Back,Faces,Stimuli/AF219_NC.bmp,,4,2
0-Back,NeutFace,Stimuli/LM213_NC.bmp,nonlure,4,2
0-Back,NeutFace,Stimuli/BF208_NC.bmp,nonlure,4,2
0-Back,NeutFace,Stimuli/21M_NC.bmp,nonlure,4,2
0-Back,NeutFace,Stimuli/21M_NC.bmp,lure,4,2
0-Back,NeutFace,Stimuli/LM213_NC.bmp,lure,4,2
0-Back,NeutFace,Stimuli/BM07_NC.bmp,nonlure,4,2
0-Back,NeutFace,Stimuli/WF06_NC.bmp,nonlure,4,2
0-Back,NeutFace,Stimuli/WF06_NC.bmp,lure,4,2
0-Back,NeutFace,Stimuli/AF219_NC.bmp,target,4,2
0-Back,NeutFace,Stimuli/AF219_NC.bmp,target,4,2
Cue2Back,,,,5,2
2-Back,NegFace,Stimuli/AF03_FO.bmp,nonlure,5,2
2-Back,NegFace,Stimuli/BF023_FO.bmp,nonlure,5,2
2-Back,NegFace,Stimuli/WM033_FO.bmp,nonlure,5,2
2-Back,NegFace,Stimuli/AF03_FO.bmp,lure,5,2
2-Back,NegFace,Stimuli/WM033_FO.bmp,target,5,2
2-Back,NegFace,Stimuli/6F_FO.bmp,nonlure,5,2
2-Back,NegFace,Stimuli/24M_FO.bmp,nonlure,5,2
2-Back,NegFace,Stimuli/OM01_FO.bmp,nonlure,5,2
2-Back,NegFace,Stimuli/6F_FO.bmp,lure,5,2
2-Back,NegFace,Stimuli/OM01_FO.bmp,target,5,2
Cue0Back,Faces,Stimuli/BM002_HO.bmp,,6,2
0-Back,PosFace,Stimuli/HM01_HO.bmp,nonlure,6,2
0-Back,PosFace,Stimuli/BM002_HO.bmp,target,6,2
0-Back,PosFace,Stimuli/18F_HO.bmp,nonlure,6,2
0-Back,PosFace,Stimuli/BM002_HO.bmp,target,6,2
0-Back,PosFace,Stimuli/HM01_HO.bmp,lure,6,2
0-Back,PosFace,Stimuli/18F_HO.bmp,lure,6,2
0-Back,PosFace,Stimuli/35M_HO.bmp,nonlure,6,2
0-Back,PosFace,Stimuli/BF07_HO.bmp,nonlure,6,2
0-Back,PosFace,Stimuli/WF038_HO.bmp,nonlure,6,2
0-Back,PosFace,Stimuli/BF07_HO.bmp,lure,6,2
Cue2Back,Places,,,7,2
2-Back,Place,Stimuli/PL_057_TUFTS06BW.bmp,nonlure,7,2
2-Back,Place,Stimuli/PL_059_TUFTS08BW.bmp,nonlure,7,2
2-Back,Place,Stimuli/PL_058_TUFTS07BW.bmp,nonlure,7,2
2-Back,Place,Stimuli/PL_060_TUFTS10BW.bmp,nonlure,7,2
2-Back,Place,Stimuli/PL_058_TUFTS07BW.bmp,target,7,2
2-Back,Place,Stimuli/PL_060_TUFTS10BW.bmp,target,7,2
2-Back,Place,Stimuli/PL_061_TUFTS11BW.bmp,nonlure,7,2
2-Back,Place,Stimuli/PL_061_TUFTS11BW.bmp,lure,7,2
2-Back,Place,Stimuli/PL_062_TUFTS17BW.bmp,nonlure,7,2
2-Back,Place,Stimuli/PL_062_TUFTS17BW.bmp,lure,7,2
Cue0Back,,Stimuli/BF04_FO.bmp,,8,2
0-Back,NegFace,Stimuli/BF04_FO.bmp,target,8,2
0-Back,NegFace,Stimuli/37M_FO.bmp,nonlure,8,2
0-Back,NegFace,Stimuli/37M_FO.bmp,lure,8,2
0-Back,NegFace,Stimuli/WM02_FO.bmp,nonlure,8,2
0-Back,NegFace,Stimuli/AM03_FO.bmp,nonlure,8,2
0-Back,NegFace,Stimuli/BF04_FO.bmp,target,8,2
0-Back,NegFace,Stimuli/WM02_FO.bmp,lure,8,2
0-Back,NegFace,Stimuli/WF015_FO.bmp,nonlure,8,2
0-Back,NegFace,Stimuli/WF015_FO.bmp,lure,8,2
0-Back,NegFace,Stimuli/BM029_FO.bmp,nonlure,8,2
